0 	 0.0088 
365 	 0.5856 
730 	 0.008 
1095 	 0.014 
1460 	 0.0 
1825 	 0.0048 
2190 	 0.0052 
2555 	 0.0012 
2920 	 0.0008 
3285 	 0.0016 
3650 	 0.0004 
4015 	 0.0 
4380 	 0.0024 
4745 	 0.0012 
5110 	 0.0096 
5475 	 0.0008 
5840 	 0.0156 
6205 	 0.0012 
6570 	 0.0 
6935 	 0.0004 
7300 	 0.0064 
7665 	 0.0036 
8030 	 0.0 
8395 	 0.0012 
8760 	 0.004 
9125 	 0.0 
9490 	 0.0 
9855 	 0.0004 
10220 	 0.0076 
10585 	 0.0 
10950 	 0.0 
11315 	 0.0072 
11680 	 0.0084 
12045 	 0.0 
12410 	 0.0 
12775 	 0.0 
13140 	 0.0096 
13505 	 0.006 
13870 	 0.0 
14235 	 0.0 
14600 	 0.0 
14965 	 0.0 
15330 	 0.0 
15695 	 0.0076 
16060 	 0.0 
16425 	 0.0 
16790 	 0.0 
17155 	 0.0008 
17520 	 0.0092 
17885 	 0.0008 
18250 	 0.0 
18615 	 0.0 
18980 	 0.0 
19345 	 0.0 
19710 	 0.0128 
20075 	 0.0076 
20440 	 0.0 
20805 	 0.0 
21170 	 0.0 
21535 	 0.0 
21900 	 0.0 
22265 	 0.0004 
22630 	 0.0144 
22995 	 0.0 
23360 	 0.0 
23725 	 0.0 
24090 	 0.0 
24455 	 0.0 
24820 	 0.0 
25185 	 0.0 
25550 	 0.0052 
25915 	 0.0 
26280 	 0.0 
26645 	 0.0 
27010 	 0.0 
27375 	 0.0 
27740 	 0.0 
28105 	 0.0072 
28470 	 0.002 
28835 	 0.0 
29200 	 0.0 
29565 	 0.0 
29930 	 0.0 
30295 	 0.0 
30660 	 0.0 
31025 	 0.0 
31390 	 0.0188 
31755 	 0.0068 
32120 	 0.0 
32485 	 0.0 
32850 	 0.0 
33215 	 0.0 
33580 	 0.0 
33945 	 0.0 
34310 	 0.0 
34675 	 0.0 
35040 	 0.0012 
35405 	 0.0184 
35770 	 0.0228 
36135 	 0.002 
