0 	 0.0096 
365 	 0.616 
730 	 0.6272 
1095 	 0.6324 
1460 	 0.636 
1825 	 0.6384 
2190 	 0.6416 
2555 	 0.6436 
2920 	 0.6472 
3285 	 0.6476 
3650 	 0.65 
4015 	 0.668 
4380 	 0.6856 
4745 	 0.6976 
5110 	 0.7132 
5475 	 0.7224 
5840 	 0.7284 
6205 	 0.7336 
6570 	 0.738 
6935 	 0.7424 
7300 	 0.7492 
7665 	 0.754 
8030 	 0.7552 
8395 	 0.7568 
8760 	 0.7592 
9125 	 0.7632 
9490 	 0.7672 
9855 	 0.7732 
10220 	 0.7748 
10585 	 0.7804 
10950 	 0.7856 
11315 	 0.7872 
11680 	 0.7892 
12045 	 0.7892 
12410 	 0.7912 
12775 	 0.7916 
13140 	 0.7936 
13505 	 0.7944 
13870 	 0.7948 
14235 	 0.796 
14600 	 0.796 
14965 	 0.7972 
15330 	 0.7972 
15695 	 0.7988 
16060 	 0.7992 
16425 	 0.8004 
16790 	 0.8012 
17155 	 0.8032 
17520 	 0.8036 
17885 	 0.8044 
18250 	 0.8048 
18615 	 0.8048 
18980 	 0.8048 
19345 	 0.8092 
19710 	 0.8096 
20075 	 0.8108 
20440 	 0.816 
20805 	 0.816 
21170 	 0.8176 
21535 	 0.8184 
21900 	 0.8196 
22265 	 0.8196 
22630 	 0.8204 
22995 	 0.8208 
23360 	 0.8212 
23725 	 0.8212 
24090 	 0.8228 
24455 	 0.8232 
24820 	 0.8232 
25185 	 0.8236 
25550 	 0.8244 
25915 	 0.8244 
26280 	 0.8244 
26645 	 0.8248 
27010 	 0.8256 
27375 	 0.8256 
27740 	 0.8256 
28105 	 0.8268 
28470 	 0.8272 
28835 	 0.8272 
29200 	 0.8272 
29565 	 0.8272 
29930 	 0.8272 
30295 	 0.83 
30660 	 0.83 
31025 	 0.8308 
31390 	 0.8308 
31755 	 0.8316 
32120 	 0.8324 
32485 	 0.8348 
32850 	 0.8352 
33215 	 0.8352 
33580 	 0.8356 
33945 	 0.8356 
34310 	 0.836 
34675 	 0.8388 
35040 	 0.8436 
35405 	 0.844 
35770 	 0.8444 
36135 	 0.8444 
