-1	0	1
0.3296	0.3392	0.3312
0.328	0.3432	0.3288
0.326	0.3472	0.3268
0.3236	0.3516	0.3248
0.3212	0.3544	0.3244
0.3184	0.358	0.3236
0.3172	0.3612	0.3216
0.3144	0.3676	0.318
0.312	0.372	0.316
0.3116	0.3756	0.3128
0.312	0.3768	0.3112
0.312	0.3796	0.3084
0.3104	0.3844	0.3052
0.3116	0.384	0.3044
0.3096	0.3848	0.3056
0.308	0.3868	0.3052
0.3064	0.3892	0.3044
0.3048	0.3924	0.3028
0.3036	0.3968	0.2996
0.3036	0.3988	0.2976
0.302	0.4036	0.2944
0.3004	0.4064	0.2932
0.3008	0.4052	0.294
0.2992	0.4088	0.292
0.2988	0.4108	0.2904
0.298	0.414	0.288
0.2988	0.414	0.2872
0.2968	0.4164	0.2868
0.2948	0.4188	0.2864
0.2932	0.4224	0.2844
0.2924	0.4236	0.284
0.2944	0.4208	0.2848
0.294	0.4216	0.2844
0.2944	0.4252	0.2804
0.2944	0.4244	0.2812
0.2932	0.426	0.2808
0.2924	0.4256	0.282
0.2916	0.4268	0.2816
0.29	0.4292	0.2808
0.2912	0.428	0.2808
0.292	0.4276	0.2804
0.2908	0.4284	0.2808
0.2916	0.4284	0.28
0.2916	0.428	0.2804
0.29	0.4288	0.2812
0.2908	0.4276	0.2816
0.2916	0.4276	0.2808
0.2908	0.4288	0.2804
0.2888	0.4308	0.2804
0.2876	0.432	0.2804
0.2872	0.4336	0.2792
0.2868	0.4352	0.278
0.2868	0.4352	0.278
0.2864	0.4356	0.278
0.2876	0.4352	0.2772
0.2872	0.4352	0.2776
0.2872	0.4372	0.2756
0.2864	0.438	0.2756
0.2868	0.438	0.2752
0.2868	0.4384	0.2748
0.286	0.4396	0.2744
0.2868	0.4388	0.2744
0.2852	0.4404	0.2744
0.2844	0.4416	0.274
0.2848	0.442	0.2732
0.286	0.4404	0.2736
0.2864	0.44	0.2736
0.2864	0.44	0.2736
0.2872	0.44	0.2728
0.2876	0.4392	0.2732
0.2868	0.4392	0.274
0.288	0.438	0.274
0.2884	0.438	0.2736
0.2888	0.438	0.2732
0.2888	0.4372	0.274
0.2892	0.4356	0.2752
0.2892	0.436	0.2748
0.29	0.4348	0.2752
0.29	0.4356	0.2744
0.2896	0.4356	0.2748
0.2908	0.4348	0.2744
0.2896	0.4364	0.274
0.2908	0.4352	0.274
0.2916	0.4344	0.274
0.292	0.4344	0.2736
0.292	0.4348	0.2732
0.2916	0.4352	0.2732
0.2928	0.4344	0.2728
0.2928	0.4352	0.272
0.2936	0.432	0.2744
0.2948	0.4304	0.2748
0.2948	0.43	0.2752
0.2944	0.4304	0.2752
0.294	0.4292	0.2768
0.2932	0.4296	0.2772
0.2928	0.4288	0.2784
0.292	0.4288	0.2792
0.292	0.4288	0.2792
0.2924	0.428	0.2796
0.2932	0.4272	0.2796
0.294	0.4272	0.2788
0.294	0.4268	0.2792
0.2948	0.4248	0.2804
0.2948	0.4252	0.28
0.2944	0.4252	0.2804
0.2936	0.4252	0.2812
0.2936	0.4244	0.282
0.294	0.424	0.282
0.294	0.4236	0.2824
0.2936	0.4228	0.2836
0.2932	0.4228	0.284
0.2932	0.4228	0.284
0.2936	0.4224	0.284
0.2936	0.4224	0.284
0.294	0.4224	0.2836
0.2924	0.4244	0.2832
0.2924	0.4232	0.2844
0.2928	0.422	0.2852
0.2936	0.4208	0.2856
0.2936	0.4204	0.286
0.2936	0.4208	0.2856
0.2932	0.4208	0.286
0.2932	0.4204	0.2864
0.2932	0.4204	0.2864
0.2924	0.4204	0.2872
0.2924	0.42	0.2876
0.2916	0.4208	0.2876
0.2912	0.4204	0.2884
0.292	0.4196	0.2884
0.292	0.4188	0.2892
0.2924	0.418	0.2896
0.2928	0.4168	0.2904
0.2924	0.4172	0.2904
0.2924	0.4176	0.29
0.2924	0.4176	0.29
0.2928	0.4164	0.2908
0.2928	0.4168	0.2904
0.2928	0.4164	0.2908
0.2924	0.4168	0.2908
0.2916	0.4172	0.2912
0.2916	0.4164	0.292
0.2924	0.4152	0.2924
0.2924	0.4152	0.2924
0.2928	0.4144	0.2928
0.2928	0.414	0.2932
0.2928	0.4148	0.2924
0.2924	0.4144	0.2932
0.2928	0.4144	0.2928
0.292	0.4148	0.2932
0.2916	0.4152	0.2932
0.2912	0.4156	0.2932
0.2912	0.4152	0.2936
0.2912	0.4144	0.2944
0.2916	0.4144	0.294
0.2932	0.4128	0.294
0.2936	0.4128	0.2936
0.2936	0.4132	0.2932
0.2928	0.414	0.2932
0.2928	0.414	0.2932
0.2928	0.4144	0.2928
0.2936	0.4136	0.2928
0.2932	0.414	0.2928
0.2932	0.4136	0.2932
0.2924	0.4144	0.2932
0.292	0.4148	0.2932
0.2928	0.4144	0.2928
0.2932	0.4144	0.2924
0.2936	0.4136	0.2928
0.294	0.4132	0.2928
0.2944	0.4132	0.2924
0.2948	0.4128	0.2924
0.2948	0.4128	0.2924
0.2956	0.412	0.2924
0.2956	0.412	0.2924
0.2968	0.4112	0.292
0.2968	0.4108	0.2924
0.2964	0.4112	0.2924
0.2968	0.4108	0.2924
0.2968	0.4108	0.2924
0.2968	0.4108	0.2924
0.2968	0.4112	0.292
0.2968	0.4112	0.292
0.2972	0.4108	0.292
0.2972	0.4108	0.292
0.298	0.4104	0.2916
0.2984	0.41	0.2916
0.2984	0.41	0.2916
0.2984	0.4096	0.292
0.298	0.4092	0.2928
0.2976	0.4096	0.2928
0.2976	0.4096	0.2928
0.298	0.4092	0.2928
0.2976	0.4096	0.2928
0.298	0.4096	0.2924
0.2976	0.4092	0.2932
0.2976	0.4088	0.2936
0.2988	0.4076	0.2936
0.2988	0.408	0.2932
0.2992	0.408	0.2928
0.2996	0.4072	0.2932
0.3	0.4068	0.2932
0.3	0.4064	0.2936
0.3	0.4068	0.2932
0.3	0.4068	0.2932
0.3	0.4068	0.2932
0.3	0.4068	0.2932
0.3	0.4068	0.2932
0.3004	0.4064	0.2932
0.3004	0.4064	0.2932
0.3004	0.4064	0.2932
0.3004	0.4064	0.2932
0.3004	0.4064	0.2932
0.3008	0.406	0.2932
0.3008	0.4056	0.2936
0.3012	0.4052	0.2936
0.3016	0.4048	0.2936
0.3012	0.4052	0.2936
0.3008	0.4056	0.2936
0.3008	0.406	0.2932
0.3012	0.4056	0.2932
0.3012	0.4052	0.2936
0.3008	0.4052	0.294
0.3008	0.4052	0.294
0.3012	0.4048	0.294
0.3008	0.4048	0.2944
0.3008	0.4048	0.2944
0.3008	0.4044	0.2948
0.3012	0.404	0.2948
0.3012	0.404	0.2948
0.3012	0.404	0.2948
0.3012	0.404	0.2948
0.3012	0.404	0.2948
0.3012	0.404	0.2948
0.3012	0.4044	0.2944
0.3016	0.404	0.2944
0.3016	0.404	0.2944
0.3016	0.404	0.2944
0.3016	0.4032	0.2952
0.302	0.4028	0.2952
0.302	0.4032	0.2948
0.302	0.4032	0.2948
0.3016	0.4032	0.2952
0.3016	0.4032	0.2952
0.302	0.4028	0.2952
0.302	0.4028	0.2952
0.302	0.4032	0.2948
0.302	0.4028	0.2952
0.3024	0.4024	0.2952
0.3024	0.4024	0.2952
0.3024	0.4024	0.2952
0.3024	0.402	0.2956
0.3024	0.4016	0.296
0.3032	0.4012	0.2956
0.3032	0.4008	0.296
0.3036	0.4004	0.296
0.3036	0.4004	0.296
0.3036	0.4008	0.2956
0.3032	0.4012	0.2956
0.3032	0.4008	0.296
0.3032	0.4008	0.296
0.3036	0.4	0.2964
0.3036	0.4	0.2964
0.3036	0.4	0.2964
0.3036	0.3996	0.2968
0.3036	0.3996	0.2968
0.3036	0.3996	0.2968
0.3036	0.3996	0.2968
0.3036	0.4004	0.296
0.3036	0.4004	0.296
0.3032	0.4008	0.296
0.3032	0.4008	0.296
0.3036	0.4004	0.296
0.3036	0.4004	0.296
0.304	0.4	0.296
0.3044	0.3996	0.296
0.3044	0.3996	0.296
0.3044	0.3996	0.296
0.3044	0.3996	0.296
0.3044	0.3996	0.296
0.3044	0.3996	0.296
0.3044	0.3996	0.296
0.3044	0.3996	0.296
0.3044	0.3996	0.296
0.3044	0.3996	0.296
0.3044	0.3996	0.296
0.3044	0.3992	0.2964
0.3044	0.3992	0.2964
0.3044	0.3992	0.2964
0.3044	0.3992	0.2964
0.3044	0.3988	0.2968
0.304	0.3992	0.2968
0.304	0.3992	0.2968
0.304	0.3992	0.2968
0.304	0.3992	0.2968
0.304	0.3992	0.2968
0.304	0.3992	0.2968
0.3044	0.3988	0.2968
0.3044	0.3988	0.2968
0.3044	0.3988	0.2968
0.3044	0.3984	0.2972
0.3044	0.3984	0.2972
0.3044	0.3984	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3044	0.3984	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3052	0.3976	0.2972
0.3052	0.3976	0.2972
0.3052	0.3976	0.2972
0.3052	0.3976	0.2972
0.3052	0.3976	0.2972
0.3052	0.3976	0.2972
0.3052	0.3976	0.2972
0.3052	0.3976	0.2972
0.3052	0.3976	0.2972
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3048	0.3984	0.2968
0.3048	0.3984	0.2968
0.3048	0.3984	0.2968
0.3048	0.3984	0.2968
0.3048	0.3984	0.2968
0.3048	0.3984	0.2968
0.3048	0.3984	0.2968
0.3048	0.3984	0.2968
0.3048	0.3984	0.2968
0.3048	0.3984	0.2968
0.3048	0.3984	0.2968
0.3048	0.3984	0.2968
0.3048	0.3984	0.2968
0.3048	0.3984	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.398	0.2968
0.3052	0.3976	0.2972
0.3052	0.398	0.2968
0.3052	0.3976	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
0.3048	0.398	0.2972
