-1	0	1
0.33	0.3372	0.3328
0.3284	0.3396	0.332
0.3264	0.3416	0.332
0.3252	0.3444	0.3304
0.3236	0.346	0.3304
0.3212	0.3504	0.3284
0.3188	0.3544	0.3268
0.3176	0.3572	0.3252
0.3172	0.3608	0.322
0.316	0.3632	0.3208
0.3156	0.3636	0.3208
0.3164	0.3648	0.3188
0.3152	0.3704	0.3144
0.3128	0.3728	0.3144
0.3124	0.3748	0.3128
0.3116	0.378	0.3104
0.308	0.382	0.31
0.3052	0.3856	0.3092
0.3052	0.3876	0.3072
0.3048	0.3896	0.3056
0.3032	0.3944	0.3024
0.302	0.3984	0.2996
0.3016	0.3992	0.2992
0.2996	0.402	0.2984
0.2988	0.4036	0.2976
0.2972	0.404	0.2988
0.2964	0.4056	0.298
0.2936	0.4096	0.2968
0.2924	0.4096	0.298
0.292	0.4096	0.2984
0.2904	0.4116	0.298
0.2888	0.4164	0.2948
0.2872	0.4188	0.294
0.2872	0.4188	0.294
0.286	0.4204	0.2936
0.284	0.4224	0.2936
0.2824	0.4244	0.2932
0.2816	0.426	0.2924
0.2824	0.4256	0.292
0.2816	0.4272	0.2912
0.2808	0.4264	0.2928
0.2788	0.4284	0.2928
0.2776	0.43	0.2924
0.278	0.43	0.292
0.2768	0.4312	0.292
0.2768	0.432	0.2912
0.2768	0.4324	0.2908
0.276	0.434	0.29
0.2764	0.4336	0.29
0.2772	0.432	0.2908
0.2764	0.4328	0.2908
0.2752	0.4332	0.2916
0.2764	0.4324	0.2912
0.276	0.4332	0.2908
0.2752	0.4348	0.29
0.2736	0.4356	0.2908
0.2736	0.4352	0.2912
0.2736	0.436	0.2904
0.2724	0.438	0.2896
0.2716	0.4388	0.2896
0.272	0.4392	0.2888
0.2712	0.4412	0.2876
0.2716	0.4408	0.2876
0.2708	0.4408	0.2884
0.2712	0.4404	0.2884
0.272	0.4376	0.2904
0.2724	0.4388	0.2888
0.2732	0.4392	0.2876
0.272	0.4392	0.2888
0.2724	0.4376	0.29
0.2712	0.4396	0.2892
0.27	0.4404	0.2896
0.2704	0.4392	0.2904
0.2704	0.44	0.2896
0.2708	0.4388	0.2904
0.2716	0.4376	0.2908
